"progressive.vote","girls","child","republican","age","casename","name","area","circuit","year"
0,NA,NA,NA,NA,"Mikels v. City of Durham","G. Ross Anderson","employment","4",1999
1,NA,NA,NA,NA,"Davis v. Virginia Commonwealth Univ.","Robert C. Chambers","employment","4",1999
1,1,2,0,NA,"Brinkley v. Harbour Rec. Club","Motz, Diana Gribbon","employment","4",1999
1,1,2,0,NA,"United States v. North Carolina","Motz, Diana Gribbon","employment","4",1999
1,NA,NA,NA,NA,"Hooters of Am., Inc. v. Phillips","Goodwin","employment","4",1999
0,NA,NA,NA,NA,"Glover v. South Carolina Law Enforcement Div.","Williams","employment","4",1999
1,1,2,1,37,"Owen v. Carpenters' Dist. Council","Luttig, J. Michael","employment","4",1998
0,1,2,1,37,"Bender v. Suburban Hosp.","Luttig, J. Michael","employment","4",1998
0,1,1,0,NA,"Tinsley v. First Union Nat'l Bank","Michael, M. Blane","employment","4",1998
1,1,2,1,37,"In re Board of County Supervisors","Luttig, J. Michael","employment","4",1998
0,0,1,1,59,"DeJarnette v. Corning, Inc.","Magill, Frank J.","pregnancy","4",1998
1,1,2,0,48,"Munday v. Waste Mgmt. of N. Am.","Heaney, Gerald","employment","4",1997
0,2,4,1,41,"Hartsell v. Duplex Prods.","Williams, Karen J.","employment","4",1997
1,NA,NA,NA,NA,"Volvo GM Heavy Truck Corp. v. United States DOL","Legg","employment","4",1997
1,1,2,0,NA,"In re Lowe","Motz, Diana Gribbon","employment","4",1996
0,1,2,1,37,"Hetzel v. County of Prince William","Luttig, J. Michael","employment","4",1996
1,1,1,0,NA,"Sheppard v. Riverview Nursing Ctr.","Michael, M. Blane","employment","4",1996
0,NA,NA,NA,NA,"Mikels v. City of Durham","G. Ross Anderson","employment","4",1999
0,NA,NA,NA,NA,"Greenville Women's Clinic v. Comm'r, S.C. Dep't of Health","James H. Michael","abortion","4",2002
0,NA,NA,NA,NA,"Greenville Women's Clinic v. Bryant","Frederic C. Smalkin","abortion","4",2000
0,NA,NA,NA,NA,"Planned Parenthood v. Camblos","","abortion","4",1998
0,NA,NA,NA,NA,"Manning v. Hunt","Clarke","abortion","4",1997
0,0,1,1,59,"DeJarnette v. Corning, Inc.","Magill, Frank J.","pregnancy","4",1998
1,2,2,0,NA,"Hatley v. Hilton Hotels Corp.","Parker, Robert Manley","employment","5",2002
1,0,2,1,52,"Thomas v. Tex. Dep't of Crim. Justice","Dennis, James","employment","5",2002
1,NA,3,0,NA,"Gee v. Principi","Stewart, Carl Edmond","employment","5",2002
1,NA,3,0,NA,"Green v. Adm'Rs of the Tulane Educ. Fund","Stewart, Carl Edmond","employment","5",2002
1,0,0,1,46,"Tollett v. City of Kemah","Barksdale, Rhesa H.","employment","5",2002
0,1,2,1,61,"Stout v. Baxter Healthcare Corp.","DeMoss, Harold R., Jr.","pregnancy","5",2002
0,0,0,1,44,"Shafer v. Army & Air Force Exch. Serv.","Garza, Emilio M.","employment","5",2002
0,NA,NA,NA,NA,"Vance v. Union Planters Corp.","Feldman","employment","5",2002
1,NA,NA,NA,NA,"Montemayor v. City of San Antonio","Mills","employment","5",2001
0,0,2,1,52,"Woods v. Delta Bev. Group, Inc.","Dennis, James","employment","5",2001
1,2,2,0,NA,"Fierros v. Tex. Dep't of Health","Benavides, Fortunato Pedro","employment","5",2001
1,2,4,1,56,"Wieburg v. GTE Southwest, Inc.","Wiener, Jacques L., Jr.","employment","5",2001
0,NA,NA,NA,NA,"Wallace v. Methodist Hosp. Sys.","Hinojosa","pregnancy","5",2001
0,NA,NA,NA,NA,"EEOC v. S. Farm Bureau Cas. Ins. Co.","Clement","employment","5",2001
0,1,2,1,61,"Mato v. Baldauf","DeMoss, Harold R., Jr.","employment","5",2001
1,NA,3,0,NA,"Siler-Khodr v. Univ. of Tex. Health Sci. Ctr. San Antonio","Stewart, Carl Edmond","employment","5",2001
0,2,2,0,NA,"Rios v. Rossotti","Benavides, Fortunato Pedro","employment","5",2001
1,0,0,1,46,"Meister v. Tex. Adjutant General's Dep't","Barksdale, Rhesa H.","employment","5",2000
1,NA,3,0,NA,"Kennedy v. Tangipahoa Parish Library Bd. of Control","Stewart, Carl Edmond","employment","5",2000
1,NA,3,0,NA,"Thomas v. Texas Dep't of Crim. Justice","Stewart, Carl Edmond","employment","5",2000
1,0,2,1,52,"Williams v. Trader Publ'g Co.","Dennis, James","employment","5",2000
0,2,2,0,NA,"Arnold v. United States DOI","Parker, Robert Manley","employment","5",2000
1,1,2,1,41,"Vance v. Union Planters Corp.","Smith, Jerry","employment","5",2000
0,0,2,1,52,"Ahrens v. Perot Sys. Corp.","Dennis, James","employment","5",2000
1,NA,NA,NA,NA,"Rutherford v. Harris County","Fitzwater","employment","5",1999
0,NA,NA,1,47,"Sreeram v. Louisiana State Univ. Med. Center-Shreveport","Davis, W. Eugene","employment","5",1999
0,NA,3,0,NA,"Scales v. Slater","Stewart, Carl Edmond","employment","5",1999
0,2,4,1,56,"Combs v. Central Tex. Annual Conf. of the United Methodist Church","Wiener, Jacques L., Jr.","pregnancy","5",1999
0,0,0,1,44,"Shepherd v. Comptroller of Pub. Accounts","Garza, Emilio M.","employment","5",1999
0,0,2,1,52,"Bauer v. Albemarle Corp.","Dennis, James","employment","5",1999
0,NA,NA,NA,NA,"Indest v. Freeman Decorating","Furgeson","employment","5",1999
0,2,2,0,NA,"Krystek v. University of S. Mississippi","Benavides, Fortunato Pedro","employment","5",1999
0,NA,3,0,NA,"Baltazor v. Holmes","Stewart, Carl Edmond","employment","5",1998
0,2,2,1,44,"Butler v. Ysleta Indep. Sch. Dist.","Higginbotham, Patrick E.","employment","5",1998
0,2,4,1,55,"Benningfield v. City of Houston","Duhe, John M.","employment","5",1998
0,0,0,1,46,"Halicki v. Louisiana Casino Cruises","Barksdale, Rhesa H.","employment","5",1998
1,NA,3,0,NA,"Ussery v. Louisiana ex rel. Louisiana Dep't of Health & Hosps.","Stewart, Carl Edmond","employment","5",1998
0,0,0,1,46,"Douglas v. DynMcDermott Petroleum Operations Co.","Barksdale, Rhesa H.","employment","5",1998
0,2,2,0,NA,"Urbano v. Continental Airlines","Benavides, Fortunato Pedro","pregnancy","5",1998
0,NA,3,0,NA,"Nichols v. Grocer","Stewart, Carl Edmond","employment","5",1998
1,NA,3,0,NA,"Migis v. Pearle Vision","Stewart, Carl Edmond","pregnancy","5",1998
0,0,2,1,52,"Sloan v. Sharp","Dennis, James","employment","5",1998
1,0,3,1,36,"Messer v. Meno","Jones, Edith H.","employment","5",1997
0,1,2,1,41,"Travis v. Board of Regents of the Univ. of Tex. Sys.","Smith, Jerry","employment","5",1997
0,0,0,1,46,"Walton v. Bisco Indus.","Barksdale, Rhesa H.","employment","5",1997
0,2,2,0,NA,"Barnes v. Levitt","Parker, Robert Manley","employment","5",1997
1,2,4,1,55,"Lowrey v. Texas A & M Univ. Sys.","Duhe, John M.","employment","5",1997
0,NA,NA,NA,NA,"Southard v. Texas Bd. of Crim. Justice","Rosenthal","employment","5",1997
0,NA,NA,NA,NA,"Rosa H. v. San Elizario Indep. Sch. Dist.","Lake","Title IX","5",1997
0,0,2,1,52,"Mattern v. Eastman Kodak Co.","Dennis, James","employment","5",1997
0,2,2,0,NA,"Ward v. Bechtel Corp.","Benavides, Fortunato Pedro","employment","5",1997
1,2,2,0,NA,"Garcia v. Woman's Hosp.","Parker, Robert Manley","pregnancy","5",1996
0,2,2,0,NA,"Hirras v. National R.R. Passenger Corp.","Benavides, Fortunato Pedro","employment","5",1996
1,1,2,1,61,"Long v. Eastfield College","DeMoss, Harold R., Jr.","employment","5",1996
1,NA,3,0,NA,"Siler-Khodr v. Univ. of Tex. Health Sci. Ctr. San Antonio","Stewart, Carl Edmond","employment","5",2001
1,1,2,1,41,"Horaist v. Doctor's Hosp. of Opelousas","Smith, Jerry","employment","5",2001
1,NA,3,0,NA,"Causeway Medical Suite v. Ieyoub","Stewart, Carl Edmond","abortion","5",1997
0,NA,NA,NA,NA,"Wallace v. Methodist Hosp. Sys.","Hinojosa","pregnancy","5",2001
0,2,2,0,NA,"Garcia v. Woman's Hosp.","Parker, Robert Manley","pregnancy","5",1998
0,2,2,0,NA,"Urbano v. Continental Airlines","Benavides, Fortunato Pedro","pregnancy","5",1998
1,2,2,0,NA,"Garcia v. Woman's Hosp.","Parker, Robert Manley","pregnancy","5",1996
0,NA,NA,NA,NA,"Watts v. Fed. Express Corp.","Curtis L. Collier","employment","6",2002
0,NA,NA,NA,NA,"Clark v. Harber","David W. McKeague","employment","6",2002
0,1,2,1,NA,"Williams v. Mich.","Gibbons, Julia","employment","6",2002
0,NA,NA,NA,NA,"Dotson v. Norfolk S. Ry. Co.","David Katz","employment","6",2002
1,0,0,0,44,"White v. Burlington Northern & Santa Fe Ry. Co.","Clay, Eric","employment","6",2002
0,NA,NA,NA,NA,"Hardy v. Eastman Chem. Co.","James G. Carr","employment","6",2002
0,1,2,1,NA,"Goshorn v. Ohio DOT","Gibbons, Julia","employment","6",2002
0,0,0,0,44,"Howard v. Ups","Clay, Eric","employment","6",2002
1,3,4,1,64,"McFarland v. Henderson","Gibson, John R.","employment","6",2002
0,NA,NA,NA,NA,"Conti v. Universal Enters.","Herman J. Weber","employment","6",2002
0,NA,NA,NA,NA,"Bryant v. Martinez","Thomas B. Russell","employment","6",2002
0,1,2,1,47,"Johnson v. Univ. Hosp. of Cleveland","Batchelder, Alice M.","employment","6",2002
0,1,2,1,47,"Baker v. Ohio","Batchelder, Alice M.","employment","6",2002
0,1,2,1,47,"Mayers v. Tenn. Bd. of Regents","Batchelder, Alice M.","employment","6",2002
0,1,2,1,47,"Policastro v. Northwest Airlines, Inc.","Batchelder, Alice M.","employment","6",2002
0,NA,NA,NA,NA,"Clark v. Alcan Aluminum Corp.","William J. Haynes","employment","6",2002
0,NA,NA,NA,NA,"Prebilich-Holland v. Gaylord Entm't Co.","Joseph M. Hood","pregnancy","6",2002
0,NA,NA,NA,NA,"Winters v. MTL Sys.","David M. Lawson","employment","6",2002
0,NA,NA,NA,NA,"Farmer v. Cleveland Pub. Power","Richard Mills","employment","6",2002
0,NA,NA,NA,NA,"Stone v. Bd. of Dirs. of the TVA","Avern Cohn","employment","6",2002
0,NA,NA,NA,NA,"Haddad v. Mich. Nat'l Corp.","Joseph M. Hood","employment","6",2002
0,NA,NA,NA,NA,"Smith v. County of Hamilton","Dan Aaron Polster","employment","6",2002
0,1,3,0,NA,"Kupiec v. St. John Hosp. & Med. Ctr., Inc.","Cole, Ransey","employment","6",2002
1,NA,NA,NA,NA,"Dixon v. Federal Express Corp.","James S. Gwin","employment","6",2002
0,NA,NA,NA,NA,"Taylor v. Union Inst.","Glen M. Williams","employment","6",2002
0,NA,NA,NA,NA,"Idusuyi v. Tenn. Dep't of Children's Servs.","Robert Holmes Bell","employment","6",2002
1,1,3,0,47,"Woodruff v. Ohman","Moore, Karen","employment","6",2002
0,NA,NA,NA,NA,"Douglas v. Caldera","Dan Aaron Polster","employment","6",2002
1,NA,NA,NA,NA,"Neely v. Miller Brewing Co.","Lesley Brooks Wells","employment","6",2002
0,2,2,0,NA,"Selim v. Mich. Jobs Comm'n","Gilman, Ronald","employment","6",2001
0,NA,NA,NA,NA,"Morrow v. Am. Bag Corp.","Avern Cohn","employment","6",2001
0,NA,NA,NA,NA,"Wellons v. Northwest Airlines, Inc.","John D. Holschuh","employment","6",2001
0,NA,NA,NA,NA,"Warren v. Ohio Dep't of Pub. Safety","Thomas G. Hull","employment","6",2001
0,NA,NA,NA,NA,"Noaks v. Ohio Lottery Comm'n","David A. Katz","employment","6",2001
0,1,2,1,47,"Gray v. Toshiba Am. Consumer Prods.","Batchelder, Alice M.","employment","6",2001
1,NA,NA,NA,NA,"Wright v. GMC","Algenon L. Marbley","employment","6",2001
0,0,0,0,44,"Klemencic v. Ohio State Univ.","Clay, Eric","employment","6",2001
0,NA,NA,NA,NA,"Virostek v. Liberty Twp. Police Department/Trustees","Robert H. Cleland","employment","6",2001
1,NA,NA,NA,NA,"Miller v. Alldata Corp.","Kathleen O'Malley","employment","6",2001
0,NA,NA,NA,NA,"Moore v. Fox TV Stations, Inc.","Paul R. Matia","employment","6",2001
0,NA,NA,NA,NA,"Hampshire v. Henderson","Kathleen O'Malley","employment","6",2001
0,0,0,0,44,"Lee v. United States Postal Serv.","Clay, Eric","employment","6",2001
1,NA,NA,NA,NA,"Henderson v. Ardco, Inc.","Sandra S. Beckwith","employment","6",2001
0,NA,NA,NA,NA,"Fisher v. Peters","Sandra S. Beckwith","employment","6",2001
0,NA,NA,NA,NA,"Gwen v. Reg'l Transit Auth.","Paul D. Borman","employment","6",2001
1,NA,NA,NA,NA,"Wanchik v. Great Lakes Health Plan, Inc.","Joseph M. Hood","employment","6",2001
0,0,2,1,55,"Bullard v. Roadway Express","Siler, Eugene E., Jr.","employment","6",2001
1,NA,NA,NA,NA,"Haley v. GE","James G. Carr","employment","6",2001
0,1,3,0,NA,"Ricker v. Food Lion, Inc.","Cole, Ransey","employment","6",2001
0,1,3,0,NA,"Nelson v. GE","Cole, Ransey","employment","6",2001
0,2,2,0,NA,"Hall v. State Farm Ins. Co.","Gilman, Ronald","employment","6",2001
1,2,2,0,NA,"Vance v. Spencer County Pub. Sch. Dist.","Gilman, Ronald","employment","6",2000
0,2,3,1,42,"Hutchinson v. Fifth Third Bank of Northwestern Ohio, N.A.","Boggs, Danny J.","employment","6",2000
1,0,0,0,44,"Brune v. BASF Corp.","Clay, Eric","employment","6",2000
1,NA,3,1,54,"Adcock-Ladd v. Secretary of Treasury","Suhrheinrich, Richard F.","employment","6",2000
0,2,3,1,42,"Courtney v. Landair Transp., Inc.","Boggs, Danny J.","employment","6",2000
1,2,2,0,NA,"Kovacevich v. Kent State Univ.","Gilman, Ronald","employment","6",2000
0,2,2,0,NA,"Hoskins v. Oakland County Sheriff's Dep't","Gilman, Ronald","employment","6",2000
0,1,2,1,47,"Sims v. University of Cincinnati","Batchelder, Alice M.","employment","6",2000
0,NA,NA,NA,NA,"Hall v. Baptist Mem'l Health Care Corp.","Dan Aaron Polster","employment","6",2000
0,0,1,0,56,"Johnson v. University of Cincinnati","Kennedy, Cornelia Groefsema","employment","6",2000
1,0,0,0,44,"Pollard v. E. I. DuPont de Nemours Co.","Clay, Eric","employment","6",2000
0,NA,NA,NA,NA,"Graham-Humphreys v. Memphis Brooks Museum of Art, Inc.","James S. Gwin","employment","6",2000
0,1,2,1,51,"Laderach v. U-Haul","Norris, Alan E.","employment","6",2000
1,0,2,1,55,"Slayton v. Ohio Dep't of Youth Servs.","Siler, Eugene E., Jr.","employment","6",2000
1,2,4,0,44,"Burnett v. Tyco Corp.","Martin, Boyce F., Jr.","employment","6",2000
1,0,0,0,44,"Morris v. Oldham County Fiscal Court","Clay, Eric","employment","6",2000
1,2,2,0,NA,"Cline v. Catholic Diocese","Gilman, Ronald","employment","6",1999
1,NA,NA,NA,NA,"Duggins v. Steak 'n Shake, Inc.","Ann Aldrich","employment","6",1999
1,1,3,0,47,"Soper by Soper v. Hoben","Moore, Karen","employment","6",1999
0,NA,NA,NA,NA,"Sherman v. American Cyanamid Co.","Hull","employment","6",1999
0,2,4,1,53,"Williams v. GMC","Ryan, James L.","employment","6",1999
0,NA,NA,NA,NA,"Reed v. County of Casey","Arthur J. Tarnow","employment","6",1999
1,1,3,0,47,"Dobbs-Weinstein v. Vanderbilt Univ.","Moore, Karen","employment","6",1999
0,0,0,0,44,"Warfield v. Lebanon Correctional Inst.","Clay, Eric","employment","6",1999
0,1,1,0,NA,"Jacklyn v. Schering-Plough Healthcare Prods. Sales Corp.","Daughtrey, Martha Craig","employment","6",1999
0,NA,NA,1,61,"Wellons v. Northwest Airlines, Inc.","Krupansky, Robert B.","employment","6",1999
1,NA,NA,NA,NA,"Abeita v. TransAmerica Mailings","Thomas B. Russell","employment","6",1998
0,NA,NA,NA,NA,"Davis v. Sodexho","Thomas B. Russell","employment","6",1998
1,2,2,0,NA,"Frizzell v. Southwest Motor Freight","Gilman, Ronald","employment","6",1998
0,2,4,1,53,"Barnett v. Department of Veterans Affairs","Ryan, James L.","employment","6",1998
0,0,2,1,55,"Brickers v. Cleveland Bd. of Educ.","Siler, Eugene E., Jr.","employment","6",1998
1,5,5,0,40,"Killian v. Healthsource Provident Adm'rs","Lay, Donald","employment","6",1998
1,1,2,0,49,"Buntin v. Breathitt County Bd. of Educ.","Bright, Myron","employment","6",1998
0,NA,NA,NA,NA,"Hudson v. Reno","Gerald E. Rosen","employment","6",1997
1,2,5,1,58,"Stemler v. City of Florence","Wellford, Harry W.","employment","6",1997
0,2,4,1,53,"Blankenship v. Parke Care Ctrs.","Ryan, James L.","employment","6",1997
0,1,2,1,47,"Wathen v. GE","Batchelder, Alice M.","employment","6",1997
1,NA,NA,NA,NA,"EEOC v. Yenkin-Majestic Paint Corp.","Ann Aldrich","employment","6",1997
0,1,3,0,41,"Valot v. Southeast Local Sch. Dist. Bd. of Educ.","Merritt, Gilbert S.","employment","6",1997
0,2,3,1,42,"Timmer v. Michigan DOC","Boggs, Danny J.","employment","6",1997
0,NA,NA,NA,NA,"Black v. Zaring Homes","R. Allan Edgar","employment","6",1997
1,NA,NA,NA,NA,"Ensley-Gaines v. Runyon","Robert L. Echols","employment","6",1996
0,2,5,1,58,"Kocsis v. Multi-Care Mgmt.","Wellford, Harry W.","employment","6",1996
0,NA,NA,NA,NA,"Crawford v. Medina Gen. Hosp.","Charles W. Joiner","employment","6",1996
0,NA,3,1,54,"Wedding v. University of Toledo","Suhrheinrich, Richard F.","employment","6",1996
0,1,2,1,56,"Boyd v. Harding Academy","Contie, Leroy J.","employment","6",1996
0,1,2,1,47,"Brindisi v. Regano","Batchelder, Alice M.","Title IX","6",2001
1,2,2,0,NA,"Cline v. Catholic Diocese","Gilman, Ronald","pregnancy","6",1999
1,NA,NA,NA,NA,"EEOC v. Yenkin-Majestic Paint Corp.","Ann Aldrich","pregnancy","6",1997
1,NA,NA,NA,NA,"Ensley-Gaines v. Runyon","Robert L. Echols","pregnancy","6",1996
0,1,2,1,56,"Boyd v. Harding Academy","Contie, Leroy J.","pregnancy","6",1996
0,2,3,0,55,"Newbold v. Wis. State Pub. Defender","Evans, Terence","employment","7",2002
1,2,3,0,45,"Fine v. Ryan Int'l Airlines","Wood, Diane","employment","7",2002
1,2,3,0,55,"Nanda v. Bd. of Trs. of the Univ. of Ill.","Evans, Terence","employment","7",2002
0,1,2,0,NA,"Tinder v. Pinkerton Sec.","Williams, Ann","employment","7",2002
0,2,3,0,55,"Mateu-Anderegg v. Sch. Dist. of Whitefish Bay","Evans, Terence","employment","7",2002
0,0,0,1,44,"Lim v. Trs. of Ind. Univ.","Manion, Daniel A.","employment","7",2002
0,2,3,0,55,"Traylor v. Brown","Evans, Terence","employment","7",2002
0,0,0,1,44,"Krchnavy v. Limagrain Genetics Corp.","Manion, Daniel A.","employment","7",2002
0,2,3,0,55,"Peele v. Country Mut. Ins. Co.","Evans, Terence","employment","7",2002
0,3,3,1,42,"EEOC v. United Air Lines, Inc.","Ripple, Kenneth F.","employment","7",2002
0,2,3,0,45,"Hojnacki v. Klein-Acosta","Wood, Diane","employment","7",2002
1,2,3,0,55,"Kitchen v. Ttx Co.","Evans, Terence","employment","7",2002
0,1,2,0,NA,"Patterson v. Avery Dennison Corp.","Williams, Ann","employment","7",2002
0,0,0,1,37,"McGuire v. City of Springfield","Easterbrook, Frank H.","employment","7",2002
0,2,3,0,45,"Patt v. Family Health Sys.","Wood, Diane","employment","7",2002
0,0,0,1,44,"Hall v. Bodine Elec. Co.","Manion, Daniel A.","employment","7",2002
0,2,3,0,45,"Patton v. Indianapolis Pub. Sch. Bd.","Wood, Diane","employment","7",2002
0,0,0,1,37,"Markel v. Bd. of Regents of the Univ. of Wis. Sys.","Easterbrook, Frank H.","employment","7",2002
0,2,3,0,45,"Hedrich v. Bd. of Regents of the Univ. of Wis. Sys.","Wood, Diane","employment","7",2001
0,2,3,0,45,"Bilow v. Much Shelist Freed Denenberg Ament & Rubenstein, P.C.","Wood, Diane","employment","7",2001
1,0,1,1,54,"Curry v. Menard, Inc.","Rovner, Ilana","employment","7",2001
0,2,3,0,45,"Bobbitt v. Freeman Cos.","Wood, Diane","employment","7",2001
1,2,3,0,45,"Cherry v. Univ. of Wis. Sys. Bd. of Regents","Wood, Diane","employment","7",2001
0,0,0,1,37,"Berry v. Delta Airlines","Easterbrook, Frank H.","employment","7",2001
1,1,2,0,NA,"Hertzberg v. SRAM Corp.","Williams, Ann","employment","7",2001
1,0,1,1,54,"Haugerud v. Amery Sch. Dist.","Rovner, Ilana","employment","7",2001
0,1,2,0,NA,"Logan v. Kautex Textron N. Am.","Williams, Ann","employment","7",2001
0,1,2,1,60,"Grube v. Lau Indus.","Coffey, John L.","employment","7",2001
1,0,1,1,54,"EEOC v. Ind. Bell Tel. Co.","Rovner, Ilana","employment","7",2001
0,2,2,1,49,"Hoffman-Dombrowski v. Arlington Int'l Racecourse, Inc.","Kanne, Michael S.","employment","7",2001
1,2,3,0,55,"Higbee v. Sentry Ins. Co.","Evans, Terence","employment","7",2001
0,2,3,0,45,"Clay v. Holy Cross Hosp.","Wood, Diane","pregnancy","7",2001
0,1,2,0,NA,"Schreiner v. Caterpillar, Inc.","Williams, Ann","employment","7",2001
0,2,2,1,49,"Irizarry v. Bd. of Educ.","Kanne, Michael S.","employment","7",2001
1,1,2,0,NA,"Ester v. Principi","Williams, Ann","employment","7",2001
1,0,0,1,37,"Heinemeier v. Chemetco, Inc.","Easterbrook, Frank H.","employment","7",2001
0,0,1,1,54,"Velasco v. Ill. Dep't of Human Servs.","Rovner, Ilana","employment","7",2001
0,0,0,1,37,"Krause v. City of La Crosse","Easterbrook, Frank H.","employment","7",2001
0,2,3,0,45,"O'Regan v. Arbitration Forums, Inc.","Wood, Diane","employment","7",2001
0,1,2,0,NA,"Gorence v. Eagle Food Ctrs.","Williams, Ann","employment","7",2001
1,1,2,0,NA,"Russell v. Bd. of Trs.","Williams, Ann","employment","7",2001
0,1,2,0,NA,"Oest v. Illinois Dep't of Corrections","Williams, Ann","employment","7",2001
1,2,3,0,55,"Gentry v. Export Packaging Co.","Evans, Terence","employment","7",2001
0,2,3,0,45,"United States v. Guzman","Wood, Diane","employment","7",2001
0,2,3,0,55,"Sharp v. United Airlines, Inc.","Evans, Terence","pregnancy","7",2001
0,2,3,0,55,"Howard v. Lear Corp. Eeds & Interiors","Evans, Terence","employment","7",2000
1,0,0,1,44,"Bell v. EPA","Manion, Daniel A.","employment","7",2000
1,1,1,1,56,"Varner v. Illinois State Univ.","Wood, Harlington, Jr.","employment","7",2000
0,0,1,1,54,"DeClue v. Central Ill. Light Co.","Rovner, Ilana","employment","7",2000
0,2,3,0,45,"Ameritech Benefit Plan Comm. v. Commun. Workers of Am.","Wood, Diane","employment","7",2000
1,0,1,1,54,"Kyles v. J.K. Guardian Sec. Servs.","Rovner, Ilana","employment","7",2000
1,0,1,1,54,"Hostetler v. Quality Dining, Inc.","Rovner, Ilana","employment","7",2000
0,2,3,0,45,"Vela v. Village of Sauk Village","Wood, Diane","employment","7",2000
0,0,1,1,54,"Lang v. Kohl's Food Stores, Inc.","Rovner, Ilana","employment","7",2000
0,2,2,1,49,"Snider v. Belvidere Twp.","Kanne, Michael S.","employment","7",2000
0,0,0,1,44,"Heuer v. Weil-McLain","Manion, Daniel A.","employment","7",2000
0,2,3,0,55,"Miller v. American Family Mut. Ins. Co.","Evans, Terence","pregnancy","7",2000
1,2,3,0,55,"Bellaver v. Quanex Corp./Nichols-Homeshield","Evans, Terence","employment","7",2000
0,2,3,0,45,"Savino v. C.P. Hall Co.","Wood, Diane","employment","7",1999
0,2,2,1,49,"Simpson v. Borg-Warner Auto., Inc.","Kanne, Michael S.","employment","7",1999
0,2,3,0,45,"Mizwicki v. Gerald Helwig","Wood, Diane","employment","7",1999
0,2,3,0,45,"Vakharia v. Swedish Covenant Hosp.","Wood, Diane","employment","7",1999
1,2,2,1,49,"Smith v. Sheahan","Bauer, William J.","employment","7",1999
1,2,3,0,55,"Maldonado v. United States Bank","Evans, Terence","pregnancy","7",1999
1,3,3,1,42,"Murphy v. ITT Educ. Servs.","Ripple, Kenneth F.","employment","7",1999
0,0,1,1,54,"Minor v. Ivy Tech State College","Rovner, Ilana","employment","7",1999
1,0,0,1,37,"Wilson v. Chrysler Corp.","Easterbrook, Frank H.","employment","7",1999
1,2,3,0,45,"Sheehan v. Donlen Corp.","Wood, Diane","pregnancy","7",1999
0,2,2,1,49,"Hentosh v. Herman M. Finch Univ. of Health Sciences/The Chicago Med. Sch.","Kanne, Michael S.","employment","7",1999
0,2,2,1,49,"Koveleskie v. SBC Capital Mkts., Inc.","Kanne, Michael S.","employment","7",1999
0,2,3,0,45,"Hardin v. S.C. Johnson & Son, Inc.","Wood, Diane","employment","7",1999
0,2,3,0,45,"Garrison v. Burke","Wood, Diane","employment","7",1999
0,0,0,1,37,"Adusumilli v. City of Chicago","Easterbrook, Frank H.","employment","7",1998
0,1,2,1,47,"Bragg v. Navistar Int'l Transp. Corp.","Flaum, Joel M.","employment","7",1998
0,2,3,0,45,"Leisen v. City of Shelbyville","Wood, Diane","employment","7",1998
1,2,3,0,45,"Shea v. Galaxie Lumber & Constr. Co.","Wood, Diane","employment","7",1998
0,3,3,1,42,"Cianci v. Pettibone Corp., Beardsley Piper Div.","Ripple, Kenneth F.","employment","7",1998
1,1,2,1,47,"Varner v. Illinois State Univ.","Flaum, Joel M.","employment","7",1998
0,3,3,1,42,"Milner v. Apfel","Ripple, Kenneth F.","employment","7",1998
0,0,1,1,54,"Sweeney v. W.","Rovner, Ilana","employment","7",1998
0,3,3,1,42,"Lindale v. Tokheim Corp.","Ripple, Kenneth F.","employment","7",1998
0,2,3,0,55,"Steffes v. Stepan Co.","Evans, Terence","employment","7",1998
0,0,0,1,44,"Cowan v. Prudential Ins. Co. of Am.","Manion, Daniel A.","employment","7",1998
1,2,3,0,55,"Harris v. Union Pac. R.R.","Evans, Terence","pregnancy","7",1998
0,2,3,0,55,"Kennedy v. Schoenberg, Fisher & Newman","Evans, Terence","pregnancy","7",1998
0,2,2,1,49,"Stopka v. Alliance of Am. Insurers","Kanne, Michael S.","employment","7",1998
0,2,2,1,49,"James v. Sheahan","Kanne, Michael S.","employment","7",1998
1,0,1,1,54,"Timm v. Progressive Steel Treating","Rovner, Ilana","employment","7",1998
1,2,3,0,55,"Doe v. Univ. of Ill.","Evans, Terence","employment","7",1998
1,2,3,0,45,"Williams v. Pharmacia, Inc.","Wood, Diane","employment","7",1998
0,2,2,1,49,"Gastineau v. Fleet Mortg. Corp.","Kanne, Michael S.","employment","7",1998
0,0,1,1,54,"Hetreed v. Allstate Ins. Co.","Rovner, Ilana","employment","7",1998
1,2,2,1,49,"Mary M. v. North Lawrence Community Sch. Corp.","Kanne, Michael S.","employment","7",1997
1,2,2,1,49,"Waid v. Merrill Area Pub. Sch.","Kanne, Michael S.","employment","7",1997
0,2,3,0,55,"Skouby v. Prudential Ins. Co. of Am.","Evans, Terence","employment","7",1997
0,0,1,1,54,"Smith v. Metropolitan Sch. Dist. Perry Twp.","Rovner, Ilana","employment","7",1997
0,0,1,1,54,"Speer v. Rand McNally & Co.","Rovner, Ilana","pregnancy","7",1997
0,0,1,1,54,"Weigel v. Target Stores","Rovner, Ilana","employment","7",1997
1,1,2,1,47,"Gibson v. Neighborhood Health Clinics","Flaum, Joel M.","employment","7",1997
NA,NA,NA,NA,NA,"Jansen v. Packaging Corp. of Am.","","employment","7",1997
1,2,3,0,55,"O'Regan v. Arbitration Forums","Evans, Terence","employment","7",1997
0,0,0,1,44,"Brasic v. Heinemann's Inc.","Manion, Daniel A.","employment","7",1997
